old_path,content_type,title,current_url,destination,new_url,status,migration_notes
_learning/data-plane/projects/module-17-policy-lookup.md,Concept,Module 17 — Two-tier Policy Lookup,/learning/data-plane/projects/module-17-policy-lookup/,concepts/,/learning/data-plane/projects/module-17-policy-lookup/,MIGRATE,
_learning/data-plane/projects/module-18-dns-sinkhole.md,Concept,Module 18 — DNS Sinkhole,/learning/data-plane/projects/module-18-dns-sinkhole/,concepts/,/learning/data-plane/projects/module-18-dns-sinkhole/,MIGRATE,
_learning/data-plane/projects/module-19-kafka-producer.md,Concept,Module 19 — Kafka Producer (CDR Export),/learning/data-plane/projects/module-19-kafka-producer/,concepts/,/learning/data-plane/projects/module-19-kafka-producer/,MIGRATE,
_learning/data-plane/projects/module-20-kafka-consumer.md,Concept,Module 20 — Kafka Consumer (Policy Sync),/learning/data-plane/projects/module-20-kafka-consumer/,concepts/,/learning/data-plane/projects/module-20-kafka-consumer/,MIGRATE,
_learning/data-plane/projects/module-21-full-pipeline.md,Concept,Module 21 — Full Pipeline (Annotated Assembly),/learning/data-plane/projects/module-21-full-pipeline/,concepts/,/learning/data-plane/projects/module-21-full-pipeline/,MIGRATE,
_learning/data-plane/roadmap.md,Roadmap,Dataplane Engineer Roadmap,/learning/data-plane/roadmap/,tracks/,/learning/data-plane/roadmap/,CONVERT,Becomes a track record + derived roadmap view; hand-built HTML retired
_learning/data-plane/vpp/index.md,Section index,VPP Mastery,/learning/data-plane/vpp/,(derived),/learning/data-plane/vpp/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/data-plane/vpp/module-hoststack.md,Concept,VPP Host Stack - TCP and Session Layers,/learning/data-plane/vpp/module-hoststack/,concepts/,/learning/data-plane/vpp/module-hoststack/,MIGRATE,"HTML-heavy (452 presentational tags) — migrate as .md, convert to MDX later"
_learning/data-plane/vpp/module-p1-foundation.md,Concept,VPP P1 - Foundation and Environment,/learning/data-plane/vpp/module-p1-foundation/,concepts/,/learning/data-plane/vpp/module-p1-foundation/,MIGRATE,"HTML-heavy (262 presentational tags) — migrate as .md, convert to MDX later"
_learning/data-plane/vpp/module-p2-vlib.md,Concept,VPP P2B - vlib - Graph Dispatcher,/learning/data-plane/vpp/module-p2-vlib/,concepts/,/learning/data-plane/vpp/module-p2-vlib/,MIGRATE,"HTML-heavy (383 presentational tags) — migrate as .md, convert to MDX later"
_learning/data-plane/vpp/module-p2-vnet.md,Concept,VPP P2C - vnet - Networking Layer,/learning/data-plane/vpp/module-p2-vnet/,concepts/,/learning/data-plane/vpp/module-p2-vnet/,MIGRATE,Some inline HTML (147 tags)
_learning/data-plane/vpp/module-p2-vppinfra.md,Concept,VPP P2A - vppinfra Core Library,/learning/data-plane/vpp/module-p2-vppinfra/,concepts/,/learning/data-plane/vpp/module-p2-vppinfra/,MIGRATE,"HTML-heavy (226 presentational tags) — migrate as .md, convert to MDX later"
_learning/data-plane/vpp/module-p3-dpdk.md,Concept,VPP P3A - DPDK Plugin Deep Dive,/learning/data-plane/vpp/module-p3-dpdk/,concepts/,/learning/data-plane/vpp/module-p3-dpdk/,MIGRATE,Some inline HTML (113 tags)
_learning/data-plane/vpp/module-p3-memif.md,Concept,VPP P3B - memif and Shared Memory Interfaces,/learning/data-plane/vpp/module-p3-memif/,concepts/,/learning/data-plane/vpp/module-p3-memif/,MIGRATE,Some inline HTML (142 tags)
_learning/data-plane/vpp/module-p3-tap-afxdp.md,Concept,"VPP P3C - TAP, AF_XDP, vhost-user, AF_PACKET",/learning/data-plane/vpp/module-p3-tap-afxdp/,concepts/,/learning/data-plane/vpp/module-p3-tap-afxdp/,MIGRATE,Some inline HTML (135 tags)
_learning/data-plane/vpp/module-p4-plugin-dev.md,Concept,VPP P4 - Plugin Development,/learning/data-plane/vpp/module-p4-plugin-dev/,concepts/,/learning/data-plane/vpp/module-p4-plugin-dev/,MIGRATE,"HTML-heavy (229 presentational tags) — migrate as .md, convert to MDX later"
_learning/data-plane/vpp/module-p5-controlplane.md,Concept,VPP P5 - Control Plane and GoVPP,/learning/data-plane/vpp/module-p5-controlplane/,concepts/,/learning/data-plane/vpp/module-p5-controlplane/,MIGRATE,Some inline HTML (170 tags)
_learning/data-plane/vpp/vpp-roadmap.md,Roadmap,VPP Mastery Roadmap,/learning/data-plane/vpp/vpp-roadmap/,tracks/,/learning/data-plane/vpp/vpp-roadmap/,CONVERT,Becomes a track record + derived roadmap view; hand-built HTML retired
_learning/dsa/Arrays/arrays-problems.md,DSA topic page,Arrays - Practice Problems,/learning/dsa/arrays/arrays-problems/,(retired),/learning/dsa/arrays/arrays-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/Arrays/ch1-arrays-strings.md,Concept,Ch1 — Arrays & Strings,/learning/dsa/arrays/ch1-arrays-strings/,concepts/,/learning/dsa/arrays/ch1-arrays-strings/,MIGRATE,
_learning/dsa/Arrays/index.md,Section index,Arrays,/learning/dsa/arrays/,(derived),/learning/dsa/arrays/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/Arrays/sliding-window/index.md,Section index,Sliding Window Technique,/learning/dsa/arrays/sliding-window/,(derived),/learning/dsa/arrays/sliding-window/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/Arrays/two-pointers/index.md,Section index,Two Pointers,/learning/dsa/arrays/two-pointers/,(derived),/learning/dsa/arrays/two-pointers/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/Graphs/bfs-dfs.md,Concept,BFS & DFS,/learning/dsa/graphs/bfs-dfs/,concepts/,/learning/dsa/graphs/bfs-dfs/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/Graphs/graphs-problems.md,DSA topic page,Graphs - Practice Problems,/learning/dsa/graphs/graphs-problems/,(retired),/learning/dsa/graphs/graphs-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/Graphs/index.md,Section index,Graphs,/learning/dsa/graphs/,(derived),/learning/dsa/graphs/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/Graphs/mst.md,Concept,Minimum Spanning Tree,/learning/dsa/graphs/mst/,concepts/,/learning/dsa/graphs/mst/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/Graphs/shortest-paths.md,Concept,Shortest Paths,/learning/dsa/graphs/shortest-paths/,concepts/,/learning/dsa/graphs/shortest-paths/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/Searching-Sorting/allocateMinimumPages.md,Concept,Sorting,/learning/dsa/searching-sorting/allocateMinimumPages/,concepts/,/learning/dsa/searching-sorting/allocateMinimumPages/,MIGRATE,
_learning/dsa/Searching-Sorting/index.md,Section index,Searching & Sorting Technique,/learning/dsa/searching-sorting/,(derived),/learning/dsa/searching-sorting/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/Searching-Sorting/searching-guide.md,Concept,Searching Algorithms Master Guide,/learning/dsa/searching-sorting/searching-guide/,concepts/,/learning/dsa/searching-sorting/searching-guide/,MIGRATE,Some inline HTML (91 tags)
_learning/dsa/Searching-Sorting/searching-sorting-problems.md,DSA topic page,Searching & Sorting - Practice Problems,/learning/dsa/searching-sorting/searching-sorting-problems/,(retired),/learning/dsa/searching-sorting/searching-sorting-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/Searching-Sorting/solutions/solution-template.md,Concept,Problem Title - Solution,/learning/dsa/searching-sorting/solutions/solution-template/,concepts/,/learning/dsa/searching-sorting/solutions/solution-template/,MIGRATE,
_learning/dsa/Searching-Sorting/sorting-guide.md,Concept,Sorting Algorithms Master Guide,/learning/dsa/searching-sorting/sorting-guide/,concepts/,/learning/dsa/searching-sorting/sorting-guide/,MIGRATE,
_learning/dsa/Searching-Sorting/sorting.md,Concept,Sorting,/learning/dsa/searching-sorting/sorting/,concepts/,/learning/dsa/searching-sorting/sorting/,MIGRATE,
_learning/dsa/Strings/hashing.md,Concept,String Hashing,/learning/dsa/strings/hashing/,concepts/,/learning/dsa/strings/hashing/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/Strings/index.md,Section index,Strings,/learning/dsa/strings/,(derived),/learning/dsa/strings/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/Strings/leetcode-271.md,Concept,Leetcode 271. Encode and Decode Strings,/learning/dsa/strings/leetcode-271/,concepts/,/learning/dsa/strings/leetcode-271/,MIGRATE,
_learning/dsa/Strings/pattern-matching.md,Concept,String Pattern Matching,/learning/dsa/strings/pattern-matching/,concepts/,/learning/dsa/strings/pattern-matching/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/Strings/string-basics.md,Concept,String Basics,/learning/dsa/strings/string-basics/,concepts/,/learning/dsa/strings/string-basics/,MIGRATE,
_learning/dsa/Strings/string.md,Concept,String,/learning/dsa/strings/string/,concepts/,/learning/dsa/strings/string/,MIGRATE,
_learning/dsa/Strings/strings-problems.md,DSA topic page,Strings - Practice Problems,/learning/dsa/strings/strings-problems/,(retired),/learning/dsa/strings/strings-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/backtracking/backtracking-problems.md,DSA topic page,Backtracking - Practice Problems,/learning/dsa/backtracking/backtracking-problems/,(retired),/learning/dsa/backtracking/backtracking-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/backtracking/ch9-backtracking.md,Concept,Ch9 Backtracking,/learning/dsa/backtracking/ch9-backtracking/,concepts/,/learning/dsa/backtracking/ch9-backtracking/,MIGRATE,Some inline HTML (52 tags)
_learning/dsa/backtracking/index.md,Section index,Backtracking,/learning/dsa/backtracking/,(derived),/learning/dsa/backtracking/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/binary-search/binary-search-problems.md,DSA topic page,Binary Search - Practice Problems,/learning/dsa/binary-search/binary-search-problems/,(retired),/learning/dsa/binary-search/binary-search-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/binary-search/ch8-binary-search.md,Concept,Binary Search - DSA Mastery,/learning/dsa/binary-search/ch8-binary-search/,concepts/,/learning/dsa/binary-search/ch8-binary-search/,MIGRATE,Some inline HTML (85 tags)
_learning/dsa/binary-search/index.md,Section index,Binary Search,/learning/dsa/binary-search/,(derived),/learning/dsa/binary-search/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/bit-manipulation/bit-manipulation-problems.md,DSA topic page,Bit Manipulation - Practice Problems,/learning/dsa/bit-manipulation/bit-manipulation-problems/,(retired),/learning/dsa/bit-manipulation/bit-manipulation-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/bit-manipulation/debugging.md,Concept,Bit Manipulation — Debugging Guide,/learning/dsa/bit-manipulation/debugging/,concepts/,/learning/dsa/bit-manipulation/debugging/,MIGRATE,Some inline HTML (58 tags)
_learning/dsa/bit-manipulation/index.md,Section index,Bit Manipulation — First-Principles Deep Dive,/learning/dsa/bit-manipulation/,(derived),/learning/dsa/bit-manipulation/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/bit-manipulation/systems-problems.md,Concept,Bit Manipulation — Systems Problems,/learning/dsa/bit-manipulation/systems-problems/,concepts/,/learning/dsa/bit-manipulation/systems-problems/,MIGRATE,"Named *-problems.md but contains no query — ordinary prose, migrates normally"
_learning/dsa/ch12-cheat-sheet.md,Concept,Ch12 Interview Cheat Sheet,/learning/dsa/ch12-cheat-sheet/,concepts/,/learning/dsa/ch12-cheat-sheet/,MIGRATE,Some inline HTML (67 tags)
_learning/dsa/dsa-mastery-roadmap.html,Roadmap,,/learning/dsa/dsa-mastery-roadmap.html,tracks/,/learning/dsa/dsa-mastery-roadmap.html,CONVERT,Becomes a track record + derived roadmap view; hand-built HTML retired
_learning/dsa/dsa-roadmap.md,Roadmap,DSA Mastery Roadmap,/learning/dsa/dsa-roadmap/,tracks/,/learning/dsa/dsa-roadmap/,CONVERT,Becomes a track record + derived roadmap view; hand-built HTML retired
_learning/dsa/dynamic-programming/1d-dp.md,Concept,1D DP,/learning/dsa/dynamic-programming/1d-dp/,concepts/,/learning/dsa/dynamic-programming/1d-dp/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/dynamic-programming/2d-dp.md,Concept,2D DP,/learning/dsa/dynamic-programming/2d-dp/,concepts/,/learning/dsa/dynamic-programming/2d-dp/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/dynamic-programming/ch10-dynamic-programming.md,Concept,Ch10 Dynamic Programming,/learning/dsa/dynamic-programming/ch10-dynamic-programming/,concepts/,/learning/dsa/dynamic-programming/ch10-dynamic-programming/,MIGRATE,Some inline HTML (54 tags)
_learning/dsa/dynamic-programming/dynamic-programming-problems.md,DSA topic page,Dynamic Programming - Practice Problems,/learning/dsa/dynamic-programming/dynamic-programming-problems/,(retired),/learning/dsa/dynamic-programming/dynamic-programming-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/dynamic-programming/index.md,Section index,Dynamic Programming,/learning/dsa/dynamic-programming/,(derived),/learning/dsa/dynamic-programming/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/dynamic-programming/knapsack-family.md,Concept,Knapsack Family,/learning/dsa/dynamic-programming/knapsack-family/,concepts/,/learning/dsa/dynamic-programming/knapsack-family/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/greedy/ch7-greedy.md,Concept,Ch7 — Greedy Algorithms,/learning/dsa/greedy/ch7-greedy/,concepts/,/learning/dsa/greedy/ch7-greedy/,MIGRATE,Some inline HTML (73 tags)
_learning/dsa/greedy/greedy-problems.md,DSA topic page,Greedy - Practice Problems,/learning/dsa/greedy/greedy-problems/,(retired),/learning/dsa/greedy/greedy-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/greedy/index.md,Section index,Greedy Algorithms,/learning/dsa/greedy/,(derived),/learning/dsa/greedy/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/hashing/ch2-hashing.md,Concept,Ch2 — Hashing,/learning/dsa/hashing/ch2-hashing/,concepts/,/learning/dsa/hashing/ch2-hashing/,MIGRATE,
_learning/dsa/hashing/hashing-problems.md,DSA topic page,Hashing - Practice Problems,/learning/dsa/hashing/hashing-problems/,(retired),/learning/dsa/hashing/hashing-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/hashing/index.md,Section index,Hashing,/learning/dsa/hashing/,(derived),/learning/dsa/hashing/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/heaps/ch6-heaps.md,Concept,Ch6 — Heaps & Priority Queues,/learning/dsa/heaps/ch6-heaps/,concepts/,/learning/dsa/heaps/ch6-heaps/,MIGRATE,
_learning/dsa/heaps/heaps-problems.md,DSA topic page,Heaps - Practice Problems,/learning/dsa/heaps/heaps-problems/,(retired),/learning/dsa/heaps/heaps-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/heaps/index.md,Section index,Heaps,/learning/dsa/heaps/,(derived),/learning/dsa/heaps/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/index-old.md,Legacy duplicate,Data Structures & Algorithms,/learning/dsa/,(review),,REVIEW,Claims a live permalink and collides with the current page — decide keep or delete | URL is already owned by the live file — no URL is lost
_learning/dsa/index.md,Section index,Data Structures & Algorithms,/learning/dsa/,(generated),/learning/dsa/,RETIRE,Liquid query over the problems database — replaced by a generated page reading the collections. URL preserved.
_learning/dsa/intervals/ch11-bonus-topics.md,Concept,Ch11 Bonus Topics,/learning/dsa/intervals/ch11-bonus-topics/,concepts/,/learning/dsa/intervals/ch11-bonus-topics/,MIGRATE,Some inline HTML (52 tags)
_learning/dsa/intervals/index.md,Section index,Intervals,/learning/dsa/intervals/,(derived),/learning/dsa/intervals/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/intervals/intervals-problems.md,DSA topic page,Intervals - Practice Problems,/learning/dsa/intervals/intervals-problems/,(retired),/learning/dsa/intervals/intervals-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/linked-list/ch3-linked-lists.md,Concept,Ch3 — Linked Lists,/learning/dsa/linked-list/ch3-linked-lists/,concepts/,/learning/dsa/linked-list/ch3-linked-lists/,MIGRATE,
_learning/dsa/linked-list/doubly-linked-list.md,Concept,Doubly Linked List,/learning/dsa/linked-list/doubly-linked-list/,concepts/,/learning/dsa/linked-list/doubly-linked-list/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/linked-list/index.md,Section index,Linked List,/learning/dsa/linked-list/,(derived),/learning/dsa/linked-list/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/linked-list/leetcode-141-solution.md,Concept,Linked List Cycle - Solution,/learning/dsa/linked-list/leetcode-141-solution/,concepts/,/learning/dsa/linked-list/leetcode-141-solution/,MIGRATE,
_learning/dsa/linked-list/leetcode-19-solution.md,Concept,Merge Two Sorted Lists - Solution,/learning/dsa/linked-list/leetcode-19-solution/,concepts/,/learning/dsa/linked-list/leetcode-19-solution/,MIGRATE,
_learning/dsa/linked-list/leetcode-2-solution.md,Concept,Add Two Numbers - Solution,/learning/dsa/linked-list/leetcode-2-solution/,concepts/,/learning/dsa/linked-list/leetcode-2-solution/,MIGRATE,
_learning/dsa/linked-list/leetcode-206-solution.md,Concept,Reverse Linked List - Solution,/learning/dsa/linked-list/leetcode-206-solution/,concepts/,/learning/dsa/linked-list/leetcode-206-solution/,MIGRATE,
_learning/dsa/linked-list/leetcode-21-solution.md,Concept,Merge Two Sorted Lists - Solution,/learning/dsa/linked-list/leetcode-21-solution/,concepts/,/learning/dsa/linked-list/leetcode-21-solution/,MIGRATE,
_learning/dsa/linked-list/leetcode-876-solution.md,Concept,Middle of the Linked List - Solution,/learning/dsa/linked-list/leetcode-876-solution/,concepts/,/learning/dsa/linked-list/leetcode-876-solution/,MIGRATE,
_learning/dsa/linked-list/linked-list-problems.md,DSA topic page,Linked List - Practice Problems,/learning/dsa/linked-list/linked-list-problems/,(retired),/learning/dsa/linked-list/linked-list-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/linked-list/singly-linked-list.md,Concept,Singly Linked List,/learning/dsa/linked-list/singly-linked-list/,concepts/,/learning/dsa/linked-list/singly-linked-list/,MIGRATE,
_learning/dsa/master-problem-list-old.md,Legacy duplicate,Master Problem List,/learning/dsa/master-problem-list/,(review),,REVIEW,Claims a live permalink and collides with the current page — decide keep or delete | URL is already owned by the live file — no URL is lost
_learning/dsa/master-problem-list.md,Concept,Master Problem List,/learning/dsa/master-problem-list/,(generated),/learning/dsa/master-problem-list/,RETIRE,Liquid query over the problems database — replaced by a generated page reading the collections. URL preserved.
_learning/dsa/queues/circular-queue.md,Concept,Circular Queue,/learning/dsa/queues/circular-queue/,concepts/,/learning/dsa/queues/circular-queue/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/queues/index.md,Section index,Queues,/learning/dsa/queues/,(derived),/learning/dsa/queues/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/queues/priority-queue.md,Concept,Priority Queue,/learning/dsa/queues/priority-queue/,concepts/,/learning/dsa/queues/priority-queue/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/queues/queues-problems.md,DSA topic page,Queues - Practice Problems,/learning/dsa/queues/queues-problems/,(retired),/learning/dsa/queues/queues-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/recursion/ch0-bigo-recursion.md,Concept,Ch0 — Big O Notation & Recursion,/learning/dsa/recursion/ch0-bigo-recursion/,concepts/,/learning/dsa/recursion/ch0-bigo-recursion/,MIGRATE,
_learning/dsa/recursion/index.md,Section index,Recursion,/learning/dsa/recursion/,(derived),/learning/dsa/recursion/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/recursion/recursion-problems.md,DSA topic page,Recursion - Practice Problems,/learning/dsa/recursion/recursion-problems/,(retired),/learning/dsa/recursion/recursion-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/sorting/counting-radix-bucket.md,Concept,Counting/Radix/Bucket Sort,/learning/dsa/sorting/counting-radix-bucket/,concepts/,,REVIEW,published:false — duplicates live content elsewhere | Not currently live — no URL lost
_learning/dsa/sorting/heapsort.md,Concept,Heapsort,/learning/dsa/sorting/heapsort/,concepts/,,REVIEW,published:false — duplicates live content elsewhere | Not currently live — no URL lost
_learning/dsa/sorting/index.md,Section index,Sorting,/learning/dsa/sorting/,(derived),,REVIEW,published:false — duplicates live content elsewhere | Not currently live — no URL lost
_learning/dsa/sorting/mergesort.md,Concept,Mergesort,/learning/dsa/sorting/mergesort/,concepts/,,REVIEW,published:false — duplicates live content elsewhere | Not currently live — no URL lost
_learning/dsa/sorting/quicksort.md,Concept,Quicksort,/learning/dsa/sorting/quicksort/,concepts/,,REVIEW,published:false — duplicates live content elsewhere | Not currently live — no URL lost
_learning/dsa/stacks/applications.md,Concept,Stack Applications,/learning/dsa/stacks/applications/,concepts/,/learning/dsa/stacks/applications/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/stacks/ch4-stacks-queues.md,Concept,Ch4 — Stacks & Queues,/learning/dsa/stacks/ch4-stacks-queues/,concepts/,/learning/dsa/stacks/ch4-stacks-queues/,MIGRATE,Some inline HTML (83 tags)
_learning/dsa/stacks/index.md,Section index,Stacks,/learning/dsa/stacks/,(derived),/learning/dsa/stacks/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/stacks/stacks-problems.md,DSA topic page,Stacks - Practice Problems,/learning/dsa/stacks/stacks-problems/,(retired),/learning/dsa/stacks/stacks-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/topics.md,Concept,Data Structures Topics,/learning/dsa/topics/,concepts/,/learning/dsa/topics/,MIGRATE,
_learning/dsa/tree/binary-search-tree.md,Concept,Binary Search Tree,/learning/dsa/tree/binary-search-tree/,concepts/,/learning/dsa/tree/binary-search-tree/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/tree/binary-tree.md,Concept,Binary Tree,/learning/dsa/tree/binary-tree/,concepts/,/learning/dsa/tree/binary-tree/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/tree/ch5-trees-graphs.md,Concept,Ch5 — Trees & Graphs,/learning/dsa/tree/ch5-trees-graphs/,concepts/,/learning/dsa/tree/ch5-trees-graphs/,MIGRATE,Some inline HTML (121 tags)
_learning/dsa/tree/index.md,Section index,Trees,/learning/dsa/tree/,(derived),/learning/dsa/tree/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/dsa/tree/segment-tree.md,Concept,Segment Tree,/learning/dsa/tree/segment-tree/,concepts/,/learning/dsa/tree/segment-tree/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/dsa/tree/tree-problems.md,DSA topic page,Trees - Practice Problems,/learning/dsa/tree/tree-problems/,(retired),/learning/dsa/tree/tree-problems/,RETIRE,"Replaced by the /problems/[topic]/ dynamic route; ~89 lines of duplicated Liquid | URL preserved — page becomes generated, not hand-written"
_learning/dsa/tree/tree-templates.md,Concept,,/learning/dsa/tree/tree-templates/,concepts/,/learning/dsa/tree/tree-templates/,MIGRATE,
_learning/dsa/tree/trie.md,Concept,Trie,/learning/dsa/tree/trie/,concepts/,/learning/dsa/tree/trie/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/finance/README.md,Concept,Readme,/learning/finance/README/,concepts/,/learning/finance/README/,MIGRATE,
_learning/finance/index.md,Section index,Index,/learning/finance/,(derived),/learning/finance/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/finance/tax_hurdle/checklist.md,Concept,Checklist,/learning/finance/tax_hurdle/checklist/,concepts/,/learning/finance/tax_hurdle/checklist/,MIGRATE,
_learning/finance/tax_hurdle/index.md,Section index,Tax Hurdle Documentation Hub,/learning/finance/tax_hurdle/,(derived),/learning/finance/tax_hurdle/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/finance/tax_hurdle/quickref.md,Concept,Quickref,/learning/finance/tax_hurdle/quickref/,concepts/,/learning/finance/tax_hurdle/quickref/,MIGRATE,
_learning/finance/tax_hurdle/refactoring-guide.md,Concept,Refactoring Guide,/learning/finance/tax_hurdle/refactoring-guide/,concepts/,/learning/finance/tax_hurdle/refactoring-guide/,MIGRATE,
_learning/finance/tax_hurdle/summary.md,Concept,Summary,/learning/finance/tax_hurdle/summary/,concepts/,/learning/finance/tax_hurdle/summary/,MIGRATE,
_learning/finance/tax_hurdle/technical-analysis.md,Concept,Technical Analysis,/learning/finance/tax_hurdle/technical-analysis/,concepts/,/learning/finance/tax_hurdle/technical-analysis/,MIGRATE,
_learning/index.md,Section index,Learning Portal,/learning/,(derived),/learning/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/networking/index.md,Section index,Networking,/learning/networking/,(derived),/learning/networking/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
